decision,candidate_count,selection_cost_bits,selected_model_id,selected_raw_full_compression_bound,selected_actual_encoded_bits,selected_heldout_validation_answer_risk,baseline_model_id,baseline_raw_full_compression_bound,baseline_actual_encoded_bits,baseline_heldout_validation_answer_risk,risk_difference_selected_minus_baseline,bound_difference_selected_minus_baseline,bits_difference_selected_minus_baseline
FAIL,10,4,M3-root-43103,10.97098526042128,6384,4.995862168073654,M1-root-none,12.516978640541838,10488,4.868565459132195,0.1272967089414596,-1.5459933801205583,-4104
